#,username,data
1,Eth_Man,57701.98953298836
2,Basoosh,37931.44738413978
3,,31641.28563569178
4,carlslarson,26006.26272464989
5,Jake123194,18073.443298224876
6,MemeyCurmudgeon,10075.933417235445
7,kohrts,9078.60958856186
8,,3635.1978707037256
9,IHaventEvenGotADog,1473.6558369802294
10,YokoSloNo,1359.935882904054
11,,1334.2232522301877
12,killawaspattack,1311.9949143089036
13,Aguaskeepartdeux,1287.3740008021484
14,devboricha,1254.026633020951
15,Cryptonault,1172.731673505507
16,,1015.153122087794
17,rustedpopcorn,953.8203604769851
18,ALiteralHamSandwich,907.5133486407243
19,DDDUnit2990,835.0941621091154
20,PoojaaPriyaa,833.7539618017914
21,MicThess,678.9653179414472
22,,604.5667010786118
23,,604.5667010786118
24,ejdunia,497.02171229352166
25,Creativone,383.1479657758102
26,ponder_that,336.7195664334793
27,SqrHornet,320.15351593368223
28,__CRUSH__,317.7609465952757
29,diggipiggi,282.83509268008646
30,what_the_deuce,266.9755840357896
31,13illini,237.11839479052315
32,steamyp,186.1780200917632
33,ethereum88,137.28294844240827
34,,130.50884962361053
35,,21.850422643986974
36,Wilt_The_Stilt_,15.190757557796106
37,,8.796414602485811
38,sirjakobos,6.406665729903422
39,Interesting-Engine34,3.009893134828964
40,rsblk,1.2594178095470774
